date	size'/'remotesize	flags(request:Update,Range state:File response:Modified,Chunked,gZipped)	statuscode	status ('servermsg')	MIME	Etag|Date	URL	localfile	(from URL)
22:49:09	53130/53130	---MCZ	200	added ('OK')	application/json	date:Mon,%2016%20Feb%202026%2020:49:09%20GMT	http://demo-fashion-shop.local/wp-json/wp/v2/pages/96	C:/My%20Web%20Sites/level-up/demo-fashion-shop.local/wp-json/wp/v2/pages/96.json	(from http://demo-fashion-shop.local/level-2/)
22:49:09	0/0	---MC-	301	error ('Moved%20Permanently')	text/html	date:Mon,%2016%20Feb%202026%2020:49:09%20GMT	http://demo-fashion-shop.local/?p=96	C:/My%20Web%20Sites/level-up/demo-fashion-shop.local/index6f72.html	(from http://demo-fashion-shop.local/level-2/)
22:49:09	2399/2399	---MCZ	200	added ('OK')	application/json	date:Mon,%2016%20Feb%202026%2020:49:09%20GMT	http://demo-fashion-shop.local/wp-json/oembed/1.0/embed?url=http%3A%2F%2Fdemo-fashion-shop.local%2Flevel-3%2F	C:/My%20Web%20Sites/level-up/demo-fashion-shop.local/wp-json/oembed/1.0/embed2624.json	(from http://demo-fashion-shop.local/level-3/)
22:49:10	2581/2581	---MCZ	200	added ('OK')	text/xml	date:Mon,%2016%20Feb%202026%2020:49:09%20GMT	http://demo-fashion-shop.local/wp-json/oembed/1.0/embed?url=http%3A%2F%2Fdemo-fashion-shop.local%2Flevel-3%2F&format=xml	C:/My%20Web%20Sites/level-up/demo-fashion-shop.local/wp-json/oembed/1.0/embed5e11	(from http://demo-fashion-shop.local/level-3/)
22:49:11	53154/53154	---MCZ	200	added ('OK')	application/json	date:Mon,%2016%20Feb%202026%2020:49:10%20GMT	http://demo-fashion-shop.local/wp-json/wp/v2/pages/98	C:/My%20Web%20Sites/level-up/demo-fashion-shop.local/wp-json/wp/v2/pages/98.json	(from http://demo-fashion-shop.local/level-3/)
22:49:11	18940/18940	---M--	200	added ('OK')	application/font-woff	etag:%226985032d-49fc%22	http://demo-fashion-shop.local/wp-content/plugins/user-registration/assets/fonts/UserRegistration.woff?nk6vrg	C:/My%20Web%20Sites/level-up/demo-fashion-shop.local/wp-content/plugins/user-registration/assets/fonts/UserRegistration9c62.woff	(from http://demo-fashion-shop.local/wp-content/plugins/user-registration/assets/css/user-registration.css?ver=5.1.1)
22:49:11	0/0	---MC-	301	error ('Moved%20Permanently')	text/html	date:Mon,%2016%20Feb%202026%2020:49:11%20GMT	http://demo-fashion-shop.local/?p=98	C:/My%20Web%20Sites/level-up/demo-fashion-shop.local/indexb6ad.html	(from http://demo-fashion-shop.local/level-3/)
22:49:13	52112/52112	---MCZ	404	error ('Not%20Found')	text/html	date:Mon,%2016%20Feb%202026%2020:49:11%20GMT	http://demo-fashion-shop.local/OPR/	C:/My%20Web%20Sites/level-up/demo-fashion-shop.local/OPR/index.html	(from http://demo-fashion-shop.local/wp-content/plugins/elementor/assets/js/frontend.min.js?ver=3.35.0)
22:49:13	63006/63006	---MCZ	200	added ('OK')	image/svg+xml	etag:W/%226985032d-f61e%22	http://demo-fashion-shop.local/wp-content/plugins/user-registration/assets/fonts/UserRegistration.svg?nk6vrg	C:/My%20Web%20Sites/level-up/demo-fashion-shop.local/wp-content/plugins/user-registration/assets/fonts/UserRegistration9c62.svg	(from http://demo-fashion-shop.local/wp-content/plugins/user-registration/assets/css/user-registration.css?ver=5.1.1)
22:49:13	635/635	---MCZ	200	added ('OK')	image/svg+xml	etag:W/%226985032d-27b%22	http://demo-fashion-shop.local/wp-content/plugins/user-registration/assets/images/icons/red-arrow.svg	C:/My%20Web%20Sites/level-up/demo-fashion-shop.local/wp-content/plugins/user-registration/assets/images/icons/red-arrow.svg	(from http://demo-fashion-shop.local/wp-content/plugins/user-registration/assets/css/user-registration.css?ver=5.1.1)
22:49:13	2128/2128	---MCZ	200	added ('OK')	application/json	date:Mon,%2016%20Feb%202026%2020:49:11%20GMT	http://demo-fashion-shop.local/wp-json/oembed/1.0/embed?url=http%3A%2F%2Fdemo-fashion-shop.local%2Flogin%2F	C:/My%20Web%20Sites/level-up/demo-fashion-shop.local/wp-json/oembed/1.0/embed52e0	(from http://demo-fashion-shop.local/login/)
22:49:13	2168/2168	---MCZ	200	added ('OK')	application/json	date:Mon,%2016%20Feb%202026%2020:49:13%20GMT	http://demo-fashion-shop.local/wp-json/oembed/1.0/embed?url=http%3A%2F%2Fdemo-fashion-shop.local%2Flost-password%2F	C:/My%20Web%20Sites/level-up/demo-fashion-shop.local/wp-json/oembed/1.0/embed4316.json	(from http://demo-fashion-shop.local/lost-password/)
22:49:14	2305/2305	---MCZ	200	added ('OK')	text/xml	date:Mon,%2016%20Feb%202026%2020:49:13%20GMT	http://demo-fashion-shop.local/wp-json/oembed/1.0/embed?url=http%3A%2F%2Fdemo-fashion-shop.local%2Flost-password%2F&format=xml	C:/My%20Web%20Sites/level-up/demo-fashion-shop.local/wp-json/oembed/1.0/embed8789	(from http://demo-fashion-shop.local/lost-password/)
22:49:14	3857/3857	---MCZ	200	added ('OK')	application/json	date:Mon,%2016%20Feb%202026%2020:49:14%20GMT	http://demo-fashion-shop.local/wp-json/wp/v2/pages/329	C:/My%20Web%20Sites/level-up/demo-fashion-shop.local/wp-json/wp/v2/pages/329.json	(from http://demo-fashion-shop.local/lost-password/)
22:49:14	126/126	---MCZ	200	added ('OK')	application/x-javascript	etag:W/%226985032d-7e%22	http://demo-fashion-shop.local/wp-content/plugins/user-registration/assets/js/frontend/lost-password.min.js?ver=5.1.1	C:/My%20Web%20Sites/level-up/demo-fashion-shop.local/wp-content/plugins/user-registration/assets/js/frontend/lost-password.min3c21.js	(from http://demo-fashion-shop.local/lost-password/)
22:49:15	0/0	---MC-	301	error ('Moved%20Permanently')	text/html	date:Mon,%2016%20Feb%202026%2020:49:14%20GMT	http://demo-fashion-shop.local/?p=329	C:/My%20Web%20Sites/level-up/demo-fashion-shop.local/index834e.html	(from http://demo-fashion-shop.local/lost-password/)
22:49:15	2163/2163	---MCZ	200	added ('OK')	application/json	date:Mon,%2016%20Feb%202026%2020:49:15%20GMT	http://demo-fashion-shop.local/wp-json/oembed/1.0/embed?url=http%3A%2F%2Fdemo-fashion-shop.local%2Fregistration%2F	C:/My%20Web%20Sites/level-up/demo-fashion-shop.local/wp-json/oembed/1.0/embed8682.json	(from http://demo-fashion-shop.local/registration/)
22:49:15	2300/2300	---MCZ	200	added ('OK')	text/xml	date:Mon,%2016%20Feb%202026%2020:49:15%20GMT	http://demo-fashion-shop.local/wp-json/oembed/1.0/embed?url=http%3A%2F%2Fdemo-fashion-shop.local%2Fregistration%2F&format=xml	C:/My%20Web%20Sites/level-up/demo-fashion-shop.local/wp-json/oembed/1.0/embed2a24	(from http://demo-fashion-shop.local/registration/)
22:49:15	6337/6337	---MCZ	200	added ('OK')	application/json	date:Mon,%2016%20Feb%202026%2020:49:15%20GMT	http://demo-fashion-shop.local/wp-json/wp/v2/pages/326	C:/My%20Web%20Sites/level-up/demo-fashion-shop.local/wp-json/wp/v2/pages/326.json	(from http://demo-fashion-shop.local/registration/)
22:49:16	564/564	---MCZ	200	added ('OK')	text/css	etag:W/%226985032d-234%22	http://demo-fashion-shop.local/wp-content/plugins/user-registration/assets/css/user-registration-smallscreen.css?ver=5.1.1	C:/My%20Web%20Sites/level-up/demo-fashion-shop.local/wp-content/plugins/user-registration/assets/css/user-registration-smallscreen3c21.css	(from http://demo-fashion-shop.local/registration/)
22:49:16	0/0	---MC-	301	error ('Moved%20Permanently')	text/html	date:Mon,%2016%20Feb%202026%2020:49:16%20GMT	http://demo-fashion-shop.local/?p=326	C:/My%20Web%20Sites/level-up/demo-fashion-shop.local/index4bd3.html	(from http://demo-fashion-shop.local/registration/)
22:49:16	56564/56564	---MCZ	200	added ('OK')	application/vnd.ms-fontobject	etag:W/%225f11dba7-dcf4%22	http://demo-fashion-shop.local/wp-includes/fonts/dashicons.eot?99ac726223c749443b642ce33df8b800	C:/My%20Web%20Sites/level-up/demo-fashion-shop.local/wp-includes/fonts/dashicons7d4b.eot	(from http://demo-fashion-shop.local/wp-includes/css/dashicons.min.css?ver=6.9.1)
22:49:18	52112/52112	---MCZ	404	error ('Not%20Found')	text/html	date:Mon,%2016%20Feb%202026%2020:49:17%20GMT	http://demo-fashion-shop.local/my-account/edge/	C:/My%20Web%20Sites/level-up/demo-fashion-shop.local/my-account/edge/index.html	(from http://demo-fashion-shop.local/wp-content/plugins/user-registration/assets/js/tooltipster/tooltipster.bundle.min.js?ver=4.2.8)
22:49:20	56392/56392	---M--	200	added ('OK')	application/font-sfnt	etag:%225f11dba7-dc48%22	http://demo-fashion-shop.local/wp-includes/fonts/dashicons.ttf?99ac726223c749443b642ce33df8b800	C:/My%20Web%20Sites/level-up/demo-fashion-shop.local/wp-includes/fonts/dashicons7d4b.ttf	(from http://demo-fashion-shop.local/wp-includes/css/dashicons.min.css?ver=6.9.1)
22:49:20	2384/2384	---MCZ	200	added ('OK')	application/json	date:Mon,%2016%20Feb%202026%2020:49:20%20GMT	http://demo-fashion-shop.local/wp-json/oembed/1.0/embed?url=http%3A%2F%2Fdemo-fashion-shop.local%2Flevel-1%2F	C:/My%20Web%20Sites/level-up/demo-fashion-shop.local/wp-json/oembed/1.0/embed09c0	(from http://demo-fashion-shop.local/level-1/)
